application_id,candidate_id,req_id,stage,stage_enter_date,stage_exit_date
A400156,C3124,R2032,Screen,2025-12-01,2025-12-09
A400156,C3124,R2032,Interview,2025-12-09,2025-12-10
A400157,C3125,R2038,Applied,2025-12-19,2025-12-21
A400157,C3125,R2038,Screen,2025-12-21,2025-12-24
A400157,C3125,R2038,Interview,2025-12-24,2025-12-28
A400157,C3125,R2038,Rejected,2025-12-28,2025-12-31
A400158,C3126,R2022,Applied,2025-02-10,2025-02-11
A400158,C3126,R2022,Screen,2025-02-11,2025-02-13
A400158,C3126,R2022,Interview,2025-02-13,2025-02-14
A400158,C3126,R2022,Rejected,2025-02-14,2025-02-23
A400159,C3127,R2005,Applied,2025-08-11,2025-08-17
A400160,C3128,R2023,Applied,2025-07-23,2025-08-04
A400160,C3128,R2023,Screen,2025-08-04,2025-08-13
A400160,C3128,R2023,Interview,2025-08-13,2025-08-22
A400161,C3129,R2000,Applied,2025-09-18,2025-09-30
A400162,C3130,R2003,Applied,2025-07-01,2025-07-13
A400162,C3130,R2003,Screen,2025-07-13,2025-07-14
A400162,C3130,R2003,Interview,2025-07-14,2025-07-24
A400163,C3130,R2016,Applied,2025-08-01,2025-08-06
A400164,C3131,R2026,Applied,2025-05-09,2025-05-15
A400164,C3131,R2026,Screen,2025-05-15,2025-05-18
A400165,C3132,R2040,Applied,2025-06-08,2025-06-19
A400165,C3132,R2040,Screen,2025-06-19,2025-06-23
A400165,C3132,R2040,Interview,2025-06-23,2025-06-26
A400166,C3133,R2001,Applied,2025-11-22,2025-11-24
A400166,C3133,R2001,Screen,2025-11-24,2025-11-29
A400166,C3133,R2001,Rejected,2025-11-29,2025-11-30
A400167,C3134,R2040,Applied,2025-04-24,2025-05-05
A400167,C3134,R2040,Screen,2025-05-05,2025-05-12
A400168,C3135,R2031,Applied,2025-11-20,2025-12-02
A400168,C3135,R2031,Screen,2025-12-02,2025-12-13
A400168,C3135,R2031,Interview,2025-12-13,2025-12-18
A400168,C3135,R2031,Offer,2025-12-18,2025-12-30
A400168,C3135,R2031,Hired,2025-12-30,2026-01-01
A400169,C3135,R2006,Applied,2025-11-28,2025-11-29
A400169,C3135,R2006,Screen,2025-11-29,2025-12-03
A400169,C3135,R2006,Interview,2025-12-03,2025-12-07
A400170,C3136,R2036,Applied,2025-07-20,2025-07-30
A400171,C3137,R2025,Applied,2025-10-24,2025-11-01
A400171,C3137,R2025,Screen,2025-11-01,2025-11-07
A400171,C3137,R2025,Interview,2025-11-07,2025-11-18
A400172,C3138,R2014,Applied,2025-10-08,2025-10-16
A400172,C3138,R2014,Screen,2025-10-16,2025-10-17
A400172,C3138,R2014,Interview,2025-10-17,2025-10-28
A400172,C3138,R2014,Offer,2025-10-28,2025-11-02
A400172,C3138,R2014,Hired,2025-11-02,2025-11-03
A400173,C3138,R2041,Applied,2025-07-16,2025-07-26
A400173,C3138,R2041,Screen,2025-07-26,2025-08-01
A400173,C3138,R2041,Rejected,2025-08-01,2025-08-07
A400174,C3139,R2001,Applied,2025-11-14,2025-11-22
A400174,C3139,R2001,Screen,2025-11-22,2025-12-02
A400174,C3139,R2001,Interview,2025-12-02,2025-12-10
A400174,C3139,R2001,Rejected,2025-12-10,2025-12-14
A400175,C3140,R2044,Applied,2025-07-01,2025-07-08
A400175,C3140,R2044,Screen,2025-07-08,2025-07-19
A400175,C3140,R2044,Interview,2025-07-19,2025-07-31
A400176,C3141,R2023,Applied,2025-10-08,2025-10-17
A400176,C3141,R2023,Screen,2025-10-17,2025-10-21
A400176,C3141,R2023,Interview,2025-10-21,2025-10-26
A400176,C3141,R2023,Rejected,2025-10-26,2025-10-29
A400177,C3141,R2011,Applied,2025-11-15,2025-11-16
A400177,C3141,R2011,Screen,2025-11-16,2025-11-28
A400177,C3141,R2011,Interview,2025-11-28,2025-12-07
A400177,C3141,R2011,Offer,2025-12-07,2025-12-15
A400177,C3141,R2011,Hired,2025-12-15,2025-12-25
A400178,C3142,R2007,Applied,2025-11-11,2025-11-21
A400178,C3142,R2007,Rejected,2025-11-21,2025-12-02
A400179,C3143,R2009,Applied,2025-07-19,2025-07-20
A400179,C3143,R2009,Rejected,2025-07-20,2025-07-26
A400180,C3144,R2014,Applied,2025-10-15,2025-10-27
A400180,C3144,R2014,Screen,2025-10-27,2025-10-30
A400180,C3144,R2014,Interview,2025-10-30,2025-11-06
A400181,C3144,R2015,Applied,2025-11-15,2025-11-24
A400182,C3145,R2021,Applied,2025-09-30,2025-10-03
A400182,C3145,R2021,Screen,2025-10-03,2025-10-10
A400182,C3145,R2021,Interview,2025-10-10,2025-10-15
A400182,C3145,R2021,Offer,2025-10-15,2025-10-27
A400182,C3145,R2021,Rejected,2025-10-27,2025-10-31
A400183,C3146,R2004,Applied,2025-04-08,2025-04-09
A400184,C3147,R2000,Applied,2025-07-07,2025-07-13
A400184,C3147,R2000,Screen,2025-07-13,2025-07-22
A400184,C3147,R2000,Rejected,2025-07-22,2025-08-03
A400185,C3148,R2012,Applied,2025-11-06,2025-11-15
A400185,C3148,R2012,Screen,2025-11-15,2025-11-19
A400186,C3149,R2000,Applied,2025-07-10,2025-07-14
A400187,C3150,R2021,Applied,2025-12-21,2025-12-31
A400187,C3150,R2021,Screen,2025-12-31,2026-01-04
A400188,C3150,R2009,Applied,2025-11-16,2025-11-19
A400188,C3150,R2009,Screen,2025-11-19,2025-11-23
A400188,C3150,R2009,Interview,2025-11-23,2025-12-03
A400189,C3151,R2003,Applied,2025-09-05,2025-09-15
A400189,C3151,R2003,Screen,2025-09-15,2025-09-20
A400190,C3151,R2011,Applied,2025-12-19,2025-12-30
A400190,C3151,R2011,Rejected,2025-12-30,2026-01-03
A400191,C3152,R2026,Applied,2025-11-30,2025-12-02
A400191,C3152,R2026,Screen,2025-12-02,2025-12-04
A400191,C3152,R2026,Interview,2025-12-04,2025-12-09
A400192,C3153,R2000,Applied,2025-12-09,2025-12-20
A400192,C3153,R2000,Rejected,2025-12-20,2025-12-21
A400193,C3154,R2010,Applied,2025-06-17,2025-06-23
A400193,C3154,R2010,Screen,2025-06-23,2025-06-29
A400194,C3155,R2004,Applied,2025-08-13,2025-08-16
A400194,C3155,R2004,Screen,2025-08-16,2025-08-24
A400195,C3156,R2022,Applied,2025-11-23,2025-12-02
A400195,C3156,R2022,Screen,2025-12-02,2025-12-04
A400195,C3156,R2022,Interview,2025-12-04,2025-12-05
A400196,C3157,R2043,Applied,2025-11-27,2025-12-01
A400196,C3157,R2043,Screen,2025-12-01,2025-12-12
A400197,C3157,R2037,Applied,2025-12-20,2025-12-25
A400197,C3157,R2037,Screen,2025-12-25,2025-12-29
A400198,C3158,R2031,Applied,2025-11-22,2025-11-24
A400198,C3158,R2031,Screen,2025-11-24,2025-11-25
A400199,C3159,R2036,Applied,2025-08-31,2025-09-08
A400199,C3159,R2036,Screen,2025-09-08,2025-09-19
A400200,C3160,R2006,Applied,2025-10-18,2025-10-22
A400200,C3160,R2006,Screen,2025-10-22,2025-10-28
A400200,C3160,R2006,Interview,2025-10-28,2025-11-07
A400200,C3160,R2006,Rejected,2025-11-07,2025-11-16
A400201,C3161,R2002,Applied,2025-11-30,2025-12-09
A400201,C3161,R2002,Screen,2025-12-09,2025-12-17
A400202,C3162,R2022,Applied,2025-04-29,2025-05-09
A400202,C3162,R2022,Screen,2025-05-09,2025-05-10
A400203,C3163,R2043,Applied,2025-09-11,2025-09-22
A400203,C3163,R2043,Screen,2025-09-22,2025-09-26
A400203,C3163,R2043,Interview,2025-09-26,2025-10-04
A400203,C3163,R2043,Rejected,2025-10-04,2025-10-06
A400204,C3164,R2034,Applied,2025-11-20,2025-11-24
A400204,C3164,R2034,Screen,2025-11-24,2025-12-04
A400204,C3164,R2034,Interview,2025-12-04,2025-12-15
A400205,C3165,R2039,Applied,2025-07-17,2025-07-24
A400205,C3165,R2039,Screen,2025-07-24,2025-07-30
A400205,C3165,R2039,Interview,2025-07-30,2025-08-01
A400205,C3165,R2039,Rejected,2025-08-01,2025-08-10
A400206,C3165,R2006,Applied,2025-09-24,2025-09-27
A400206,C3165,R2006,Screen,2025-09-27,2025-10-07
A400206,C3165,R2006,Rejected,2025-10-07,2025-10-13
A400207,C3166,R2042,Applied,2025-04-22,2025-04-23
A400207,C3166,R2042,Screen,2025-04-23,2025-04-27
A400208,C3167,R2011,Applied,2025-12-17,2025-12-23
A400208,C3167,R2011,Screen,2025-12-23,2025-12-26
A400208,C3167,R2011,Interview,2025-12-26,2026-01-03
A400209,C3167,R2007,Applied,2025-05-19,2025-05-20
A400209,C3167,R2007,Screen,2025-05-20,2025-05-21
A400210,C3168,R2018,Applied,2025-07-11,2025-07-16
A400210,C3168,R2018,Screen,2025-07-16,2025-07-22
A400211,C3169,R2028,Applied,2025-10-05,2025-10-14
A400211,C3169,R2028,Screen,2025-10-14,2025-10-17
A400212,C3170,R2035,Applied,2025-09-26,2025-10-05
A400213,C3171,R2044,Applied,2025-09-12,2025-09-21
A400213,C3171,R2044,Screen,2025-09-21,2025-10-02
A400213,C3171,R2044,Rejected,2025-10-02,2025-10-08
A400214,C3172,R2041,Applied,2025-08-06,2025-08-09
A400214,C3172,R2041,Screen,2025-08-09,2025-08-20
A400214,C3172,R2041,Interview,2025-08-20,2025-09-01
A400215,C3172,R2000,Applied,2025-09-18,2025-09-23
A400215,C3172,R2000,Screen,2025-09-23,2025-09-28
A400215,C3172,R2000,Interview,2025-09-28,2025-09-30
A400215,C3172,R2000,Rejected,2025-09-30,2025-10-05
A400216,C3173,R2001,Applied,2025-10-18,2025-10-22
A400217,C3174,R2013,Applied,2025-09-02,2025-09-04
A400217,C3174,R2013,Screen,2025-09-04,2025-09-08
A400217,C3174,R2013,Rejected,2025-09-08,2025-09-18
A400218,C3175,R2007,Applied,2025-07-21,2025-07-24
A400218,C3175,R2007,Screen,2025-07-24,2025-07-30
A400218,C3175,R2007,Interview,2025-07-30,2025-08-10
A400218,C3175,R2007,Offer,2025-08-10,2025-08-12
A400218,C3175,R2007,Rejected,2025-08-12,2025-08-21
A400219,C3176,R2030,Applied,2025-09-03,2025-09-11
A400219,C3176,R2030,Screen,2025-09-11,2025-09-18
A400219,C3176,R2030,Interview,2025-09-18,2025-09-24
A400219,C3176,R2030,Rejected,2025-09-24,2025-10-03
A400220,C3177,R2006,Applied,2025-10-10,2025-10-11
A400220,C3177,R2006,Screen,2025-10-11,2025-10-14
A400220,C3177,R2006,Interview,2025-10-14,2025-10-20
A400220,C3177,R2006,Offer,2025-10-20,2025-10-23
A400220,C3177,R2006,Hired,2025-10-23,2025-11-01
A400221,C3178,R2003,Applied,2025-05-25,2025-06-04
A400221,C3178,R2003,Screen,2025-06-04,2025-06-15
A400221,C3178,R2003,Interview,2025-06-15,2025-06-25
A400222,C3179,R2004,Applied,2025-10-27,2025-10-29
A400222,C3179,R2004,Screen,2025-10-29,2025-10-30
A400223,C3179,R2040,Applied,2025-08-29,2025-09-04
A400223,C3179,R2040,Screen,2025-09-04,2025-09-13
A400223,C3179,R2040,Rejected,2025-09-13,2025-09-20
A400224,C3180,R2009,Applied,2025-09-30,2025-10-04
A400224,C3180,R2009,Screen,2025-10-04,2025-10-14
A400225,C3181,R2004,Applied,2025-08-15,2025-08-19
A400225,C3181,R2004,Screen,2025-08-19,2025-08-29
A400225,C3181,R2004,Interview,2025-08-29,2025-09-09
A400226,C3181,R2032,Applied,2025-12-21,2025-12-24
A400226,C3181,R2032,Screen,2025-12-24,2025-12-26
A400226,C3181,R2032,Interview,2025-12-26,2025-12-31
A400227,C3182,R2005,Applied,2025-07-29,2025-08-04
A400227,C3182,R2005,Screen,2025-08-04,2025-08-05
A400227,C3182,R2005,Interview,2025-08-05,2025-08-08
A400227,C3182,R2005,Offer,2025-08-08,2025-08-10
A400227,C3182,R2005,Hired,2025-08-10,2025-08-11
A400228,C3183,R2012,Applied,2025-11-16,2025-11-17
A400228,C3183,R2012,Screen,2025-11-17,2025-11-29
A400228,C3183,R2012,Interview,2025-11-29,2025-12-07
A400228,C3183,R2012,Rejected,2025-12-07,2025-12-13
A400229,C3184,R2041,Applied,2025-09-06,2025-09-07
A400229,C3184,R2041,Screen,2025-09-07,2025-09-12
A400230,C3185,R2044,Applied,2025-06-29,2025-07-07
A400230,C3185,R2044,Screen,2025-07-07,2025-07-18
A400231,C3186,R2027,Applied,2025-05-10,2025-05-19
A400231,C3186,R2027,Screen,2025-05-19,2025-05-30
A400231,C3186,R2027,Interview,2025-05-30,2025-06-08
A400232,C3187,R2007,Applied,2025-08-16,2025-08-26
A400232,C3187,R2007,Screen,2025-08-26,2025-09-02
A400232,C3187,R2007,Rejected,2025-09-02,2025-09-04
A400233,C3187,R2009,Applied,2025-04-09,2025-04-21
A400233,C3187,R2009,Screen,2025-04-21,2025-05-03
A400233,C3187,R2009,Interview,2025-05-03,2025-05-11
A400233,C3187,R2009,Offer,2025-05-11,2025-05-19
A400233,C3187,R2009,Hired,2025-05-19,2025-05-26
A400234,C3188,R2021,Applied,2025-09-07,2025-09-13
A400234,C3188,R2021,Screen,2025-09-13,2025-09-16
A400234,C3188,R2021,Interview,2025-09-16,2025-09-19
A400235,C3188,R2017,Applied,2025-09-02,2025-09-03
A400235,C3188,R2017,Screen,2025-09-03,2025-09-04
A400235,C3188,R2017,Interview,2025-09-04,2025-09-06
A400236,C3189,R2015,Applied,2025-08-25,2025-09-06
A400236,C3189,R2015,Rejected,2025-09-06,2025-09-16
A400237,C3190,R2006,Applied,2025-09-24,2025-09-30
A400238,C3191,R2026,Applied,2025-09-29,2025-10-11
A400238,C3191,R2026,Screen,2025-10-11,2025-10-23
A400238,C3191,R2026,Interview,2025-10-23,2025-10-25
A400239,C3192,R2003,Applied,2025-08-20,2025-08-25
A400239,C3192,R2003,Rejected,2025-08-25,2025-08-30
A400240,C3193,R2013,Applied,2025-11-28,2025-11-30
A400240,C3193,R2013,Screen,2025-11-30,2025-12-06
A400240,C3193,R2013,Rejected,2025-12-06,2025-12-12
A400241,C3194,R2041,Applied,2025-07-19,2025-07-27
A400241,C3194,R2041,Screen,2025-07-27,2025-08-01
A400241,C3194,R2041,Interview,2025-08-01,2025-08-09
A400242,C3195,R2023,Applied,2025-10-16,2025-10-26
A400242,C3195,R2023,Screen,2025-10-26,2025-10-30
A400242,C3195,R2023,Interview,2025-10-30,2025-11-11
A400243,C3196,R2035,Applied,2025-05-23,2025-05-28
A400243,C3196,R2035,Screen,2025-05-28,2025-06-03
A400243,C3196,R2035,Interview,2025-06-03,2025-06-11
A400243,C3196,R2035,Rejected,2025-06-11,2025-06-18
A400244,C3197,R2031,Applied,2025-12-19,2025-12-25
A400244,C3197,R2031,Screen,2025-12-25,2026-01-03
A400244,C3197,R2031,Rejected,2026-01-03,2026-01-13
A400245,C3198,R2031,Applied,2025-12-18,2025-12-22
A400245,C3198,R2031,Screen,2025-12-22,2025-12-26
A400245,C3198,R2031,Interview,2025-12-26,2026-01-02
A400245,C3198,R2031,Offer,2026-01-02,2026-01-10
A400245,C3198,R2031,Hired,2026-01-10,2026-01-17
A400246,C3199,R2005,Applied,2025-10-06,2025-10-08
A400246,C3199,R2005,Screen,2025-10-08,2025-10-15
A400247,C3200,R2031,Applied,2025-10-28,2025-11-08
A400247,C3200,R2031,Screen,2025-11-08,2025-11-12
A400247,C3200,R2031,Interview,2025-11-12,2025-11-24
A400248,C3201,R2003,Applied,2025-05-01,2025-05-05
A400248,C3201,R2003,Screen,2025-05-05,2025-05-10
A400248,C3201,R2003,Interview,2025-05-10,2025-05-21
A400249,C3202,R2011,Applied,2025-12-02,2025-12-08
A400249,C3202,R2011,Screen,2025-12-08,2025-12-16
A400249,C3202,R2011,Rejected,2025-12-16,2025-12-23
A400250,C3203,R2010,Applied,2025-05-26,2025-06-06
A400251,C3204,R2042,Applied,2025-11-21,2025-12-03
A400251,C3204,R2042,Screen,2025-12-03,2025-12-04
A400252,C3204,R2036,Applied,2025-08-24,2025-08-30
A400252,C3204,R2036,Screen,2025-08-30,2025-08-31
A400252,C3204,R2036,Interview,2025-08-31,2025-09-11
A400252,C3204,R2036,Rejected,2025-09-11,2025-09-21
A400253,C3205,R2036,Applied,2025-10-22,2025-10-30
A400253,C3205,R2036,Screen,2025-10-30,2025-11-05
A400253,C3205,R2036,Interview,2025-11-05,2025-11-10
A400253,C3205,R2036,Offer,2025-11-10,2025-11-19
A400253,C3205,R2036,Rejected,2025-11-19,2025-11-20
A400254,C3206,R2040,Applied,2025-06-22,2025-06-29
A400254,C3206,R2040,Screen,2025-06-29,2025-07-01
A400254,C3206,R2040,Rejected,2025-07-01,2025-07-09
A400255,C3207,R2004,Applied,2025-11-24,2025-12-06
A400255,C3207,R2004,Screen,2025-12-06,2025-12-08
A400255,C3207,R2004,Interview,2025-12-08,2025-12-15
A400256,C3208,R2000,Applied,2025-08-08,2025-08-17
A400256,C3208,R2000,Screen,2025-08-17,2025-08-18
A400257,C3209,R2015,Applied,2025-11-28,2025-11-30
A400257,C3209,R2015,Rejected,2025-11-30,2025-12-11
A400258,C3210,R2017,Applied,2025-08-11,2025-08-17
A400258,C3210,R2017,Screen,2025-08-17,2025-08-18
A400259,C3210,R2019,Applied,2025-12-09,2025-12-11
A400259,C3210,R2019,Rejected,2025-12-11,2025-12-23
A400260,C3211,R2005,Applied,2025-11-13,2025-11-14
A400260,C3211,R2005,Screen,2025-11-14,2025-11-17
A400261,C3211,R2043,Applied,2025-07-01,2025-07-10
A400261,C3211,R2043,Screen,2025-07-10,2025-07-16
A400261,C3211,R2043,Rejected,2025-07-16,2025-07-27
A400262,C3212,R2041,Applied,2025-10-20,2025-10-21
A400262,C3212,R2041,Screen,2025-10-21,2025-10-25
A400262,C3212,R2041,Interview,2025-10-25,2025-11-05
A400262,C3212,R2041,Rejected,2025-11-05,2025-11-12
A400263,C3213,R2043,Applied,2025-08-10,2025-08-19
A400263,C3213,R2043,Screen,2025-08-19,2025-08-31
A400264,C3214,R2027,Applied,2025-07-17,2025-07-25
A400264,C3214,R2027,Screen,2025-07-25,2025-07-31
A400264,C3214,R2027,Interview,2025-07-31,2025-08-04
A400264,C3214,R2027,Rejected,2025-08-04,2025-08-16
A400265,C3215,R2020,Applied,2025-11-29,2025-12-04
A400265,C3215,R2020,Screen,2025-12-04,2025-12-10
A400265,C3215,R2020,Interview,2025-12-10,2025-12-21
A400266,C3216,R2011,Applied,2025-10-21,2025-10-29
A400266,C3216,R2011,Screen,2025-10-29,2025-11-05
A400267,C3216,R2021,Applied,2025-11-06,2025-11-13
A400267,C3216,R2021,Screen,2025-11-13,2025-11-22
A400267,C3216,R2021,Interview,2025-11-22,2025-12-04
A400267,C3216,R2021,Offer,2025-12-04,2025-12-06
A400267,C3216,R2021,Hired,2025-12-06,2025-12-14
A400268,C3217,R2016,Applied,2025-07-04,2025-07-10
A400268,C3217,R2016,Screen,2025-07-10,2025-07-16
A400269,C3218,R2035,Applied,2025-09-26,2025-10-02
A400269,C3218,R2035,Screen,2025-10-02,2025-10-10
A400269,C3218,R2035,Rejected,2025-10-10,2025-10-21
A400270,C3218,R2013,Applied,2025-12-15,2025-12-22
A400270,C3218,R2013,Screen,2025-12-22,2025-12-23
A400270,C3218,R2013,Interview,2025-12-23,2026-01-03
A400270,C3218,R2013,Offer,2026-01-03,2026-01-07
A400270,C3218,R2013,Hired,2026-01-07,2026-01-09
A400271,C3219,R2033,Applied,2025-10-05,2025-10-11
A400271,C3219,R2033,Screen,2025-10-11,2025-10-12
A400271,C3219,R2033,Interview,2025-10-12,2025-10-22
A400272,C3220,R2035,Applied,2025-11-19,2025-11-21
A400273,C3221,R2030,Applied,2025-07-06,2025-07-15
A400273,C3221,R2030,Screen,2025-07-15,2025-07-25
A400273,C3221,R2030,Interview,2025-07-25,2025-08-03
A400273,C3221,R2030,Rejected,2025-08-03,2025-08-05
A400274,C3221,R2004,Applied,2025-12-04,2025-12-11
A400274,C3221,R2004,Screen,2025-12-11,2025-12-23
A400275,C3222,R2020,Applied,2025-10-27,2025-10-30
A400275,C3222,R2020,Screen,2025-10-30,2025-11-03
A400275,C3222,R2020,Interview,2025-11-03,2025-11-13
A400275,C3222,R2020,Rejected,2025-11-13,2025-11-23
A400276,C3223,R2040,Applied,2025-09-15,2025-09-20
A400276,C3223,R2040,Screen,2025-09-20,2025-09-25
A400277,C3224,R2023,Applied,2025-11-15,2025-11-23
A400277,C3224,R2023,Screen,2025-11-23,2025-11-26
A400278,C3225,R2007,Applied,2025-08-06,2025-08-07
A400279,C3226,R2014,Applied,2025-11-04,2025-11-14
A400279,C3226,R2014,Screen,2025-11-14,2025-11-18
A400279,C3226,R2014,Rejected,2025-11-18,2025-11-25
A400280,C3226,R2040,Applied,2025-10-29,2025-11-09
A400280,C3226,R2040,Screen,2025-11-09,2025-11-10
A400280,C3226,R2040,Rejected,2025-11-10,2025-11-16
A400281,C3227,R2021,Applied,2025-07-31,2025-08-07
A400281,C3227,R2021,Screen,2025-08-07,2025-08-10
A400281,C3227,R2021,Interview,2025-08-10,2025-08-19
A400281,C3227,R2021,Rejected,2025-08-19,2025-08-20
A400282,C3227,R2017,Applied,2025-10-23,2025-10-29
A400282,C3227,R2017,Screen,2025-10-29,2025-11-09
A400283,C3228,R2008,Applied,2025-08-09,2025-08-20
A400283,C3228,R2008,Screen,2025-08-20,2025-09-01
A400283,C3228,R2008,Interview,2025-09-01,2025-09-07
A400284,C3229,R2022,Applied,2025-05-22,2025-05-26
A400284,C3229,R2022,Screen,2025-05-26,2025-06-07
A400284,C3229,R2022,Interview,2025-06-07,2025-06-14
A400284,C3229,R2022,Rejected,2025-06-14,2025-06-26
A400285,C3230,R2040,Applied,2025-08-21,2025-08-24
A400285,C3230,R2040,Screen,2025-08-24,2025-08-31
A400285,C3230,R2040,Interview,2025-08-31,2025-09-02
A400286,C3231,R2041,Applied,2025-10-14,2025-10-26
A400286,C3231,R2041,Screen,2025-10-26,2025-11-07
A400286,C3231,R2041,Interview,2025-11-07,2025-11-19
A400287,C3232,R2021,Applied,2025-10-17,2025-10-28
A400287,C3232,R2021,Screen,2025-10-28,2025-11-07
A400287,C3232,R2021,Interview,2025-11-07,2025-11-08
A400287,C3232,R2021,Offer,2025-11-08,2025-11-20
A400287,C3232,R2021,Hired,2025-11-20,2025-11-30
A400288,C3233,R2019,Applied,2025-09-22,2025-10-04
A400288,C3233,R2019,Screen,2025-10-04,2025-10-14
A400288,C3233,R2019,Interview,2025-10-14,2025-10-23
A400288,C3233,R2019,Offer,2025-10-23,2025-11-02
A400288,C3233,R2019,Hired,2025-11-02,2025-11-10
A400289,C3234,R2009,Applied,2025-04-10,2025-04-13
A400289,C3234,R2009,Screen,2025-04-13,2025-04-25
A400289,C3234,R2009,Rejected,2025-04-25,2025-04-28
A400290,C3235,R2041,Applied,2025-10-29,2025-11-10
A400291,C3235,R2025,Applied,2025-08-17,2025-08-29
A400292,C3236,R2017,Applied,2025-10-13,2025-10-14
A400292,C3236,R2017,Screen,2025-10-14,2025-10-18
A400292,C3236,R2017,Interview,2025-10-18,2025-10-29
A400293,C3237,R2030,Applied,2025-04-13,2025-04-25
A400294,C3238,R2003,Applied,2025-04-19,2025-04-26
A400294,C3238,R2003,Screen,2025-04-26,2025-05-05
A400294,C3238,R2003,Interview,2025-05-05,2025-05-07
A400295,C3239,R2029,Applied,2025-10-17,2025-10-24
A400295,C3239,R2029,Screen,2025-10-24,2025-11-02
A400296,C3240,R2026,Applied,2025-08-08,2025-08-12
A400296,C3240,R2026,Screen,2025-08-12,2025-08-20
A400297,C3241,R2037,Applied,2025-12-18,2025-12-23
A400297,C3241,R2037,Screen,2025-12-23,2026-01-02
A400298,C3242,R2027,Applied,2025-02-11,2025-02-21
A400298,C3242,R2027,Screen,2025-02-21,2025-03-04
A400299,C3243,R2020,Applied,2025-10-03,2025-10-08
A400299,C3243,R2020,Screen,2025-10-08,2025-10-16
A400299,C3243,R2020,Interview,2025-10-16,2025-10-18
A400299,C3243,R2020,Rejected,2025-10-18,2025-10-23
A400300,C3244,R2033,Applied,2025-06-01,2025-06-03
A400300,C3244,R2033,Screen,2025-06-03,2025-06-10
A400300,C3244,R2033,Interview,2025-06-10,2025-06-15
A400301,C3245,R2015,Applied,2025-09-23,2025-09-28
A400301,C3245,R2015,Screen,2025-09-28,2025-10-08
A400301,C3245,R2015,Rejected,2025-10-08,2025-10-18
A400302,C3245,R2041,Applied,2025-09-06,2025-09-14
A400302,C3245,R2041,Screen,2025-09-14,2025-09-22
A400302,C3245,R2041,Interview,2025-09-22,2025-10-03
A400302,C3245,R2041,Offer,2025-10-03,2025-10-09
A400302,C3245,R2041,Hired,2025-10-09,2025-10-10
A400303,C3246,R2007,Applied,2025-09-22,2025-10-03
A400303,C3246,R2007,Screen,2025-10-03,2025-10-07
A400304,C3247,R2003,Applied,2025-06-01,2025-06-12
A400304,C3247,R2003,Screen,2025-06-12,2025-06-17
A400305,C3248,R2029,Applied,2025-06-12,2025-06-14
A400305,C3248,R2029,Screen,2025-06-14,2025-06-20
A400305,C3248,R2029,Interview,2025-06-20,2025-06-28
A400305,C3248,R2029,Offer,2025-06-28,2025-07-09
A400305,C3248,R2029,Hired,2025-07-09,2025-07-17
A400306,C3248,R2001,Applied,2025-11-27,2025-11-29
A400306,C3248,R2001,Screen,2025-11-29,2025-12-10
A400306,C3248,R2001,Interview,2025-12-10,2025-12-19
A400307,C3249,R2029,Applied,2025-07-28,2025-08-06
A400307,C3249,R2029,Screen,2025-08-06,2025-08-12
A400308,C3249,R2037,Applied,2025-12-09,2025-12-17
A400308,C3249,R2037,Screen,2025-12-17,2025-12-27
A400308,C3249,R2037,Interview,2025-12-27,2026-01-02
A400309,C3250,R2009,Applied,2025-05-03,2025-05-10
A400309,C3250,R2009,Screen,2025-05-10,2025-05-20
A400309,C3250,R2009,Interview,2025-05-20,2025-05-27
A400309,C3250,R2009,Offer,2025-05-27,2025-05-31
A400309,C3250,R2009,Hired,2025-05-31,2025-06-08
A400310,C3250,R2043,Applied,2025-09-24,2025-10-02
A400310,C3250,R2043,Screen,2025-10-02,2025-10-13
A400310,C3250,R2043,Interview,2025-10-13,2025-10-21
A400311,C3251,R2016,Applied,2025-12-07,2025-12-15
A400311,C3251,R2016,Screen,2025-12-15,2025-12-25
A400311,C3251,R2016,Rejected,2025-12-25,2026-01-01
A400312,C3252,R2040,Applied,2025-05-09,2025-05-12
A400312,C3252,R2040,Screen,2025-05-12,2025-05-22
A400312,C3252,R2040,Interview,2025-05-22,2025-05-23
A400313,C3253,R2039,Applied,2025-12-04,2025-12-14
A400313,C3253,R2039,Screen,2025-12-14,2025-12-23
A400313,C3253,R2039,Rejected,2025-12-23,2025-12-24
A400314,C3254,R2040,Applied,2025-09-14,2025-09-16
A400314,C3254,R2040,Screen,2025-09-16,2025-09-21
A400315,C3255,R2017,Applied,2025-08-19,2025-08-29
A400315,C3255,R2017,Screen,2025-08-29,2025-09-09
A400315,C3255,R2017,Interview,2025-09-09,2025-09-13
A400316,C3256,R2043,Applied,2025-08-05,2025-08-12
A400316,C3256,R2043,Rejected,2025-08-12,2025-08-20
A400317,C3257,R2008,Applied,2025-06-23,2025-06-25
A400317,C3257,R2008,Screen,2025-06-25,2025-06-29
A400318,C3258,R2035,Applied,2025-09-13,2025-09-22
A400318,C3258,R2035,Screen,2025-09-22,2025-10-04
A400318,C3258,R2035,Interview,2025-10-04,2025-10-14
A400319,C3259,R2022,Applied,2025-09-21,2025-09-25
A400319,C3259,R2022,Screen,2025-09-25,2025-09-28
A400319,C3259,R2022,Interview,2025-09-28,2025-10-02
A400320,C3260,R2035,Applied,2025-10-25,2025-11-01
A400320,C3260,R2035,Screen,2025-11-01,2025-11-10
